+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                ;
+--------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:21:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:21:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:21:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:21:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:20:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:20:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:20:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:20:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:20:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:19:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:19:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:19:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:19:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:19:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:18:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:18:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:18:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:18:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:18:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:17:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:17:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:17:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:17:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:17:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:16:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:16:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:16:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:16:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:16:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:15:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:15:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:15:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:15:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:15:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:14:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:14:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:14:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:14:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:14:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:13:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:13:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:13:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:13:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:13:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:12:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:12:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:12:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:12:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:12:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:11:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:11:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:11:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:11:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:11:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:10:two_one_MUX_i|g_or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:10:two_one_MUX_i|g_and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:10:two_one_MUX_i|g_and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:10:two_one_MUX_i|g_invg1 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:10:two_one_MUX_i         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:9:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:9:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:9:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:9:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:9:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:8:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:8:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:8:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:8:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:8:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:7:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:7:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:7:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:7:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:7:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:6:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:6:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:6:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:6:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:6:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:5:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:5:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:5:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:5:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:5:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:4:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:4:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:4:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:4:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:4:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:3:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:3:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:3:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:3:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:3:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:2:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:2:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:2:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:2:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:2:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:1:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:1:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:1:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:1:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:1:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:0:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:0:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:0:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:0:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output|\G1:0:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_output                              ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:15:two_one_MUX_16bit_i|g_or1                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|\G7:15:two_one_MUX_16bit_i|g_and2                      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
